subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
game development,49,21,28,86,1.4341465053682714,14.0,27.253150747374455,15.416131908524967
astronomy,40,9,31,181,1.0761558999292262,1.25,7.778708479274424,6.542856198304479
fashion design,17,7,10,91,0.5993568591527102,4.5,14.666211550673072,8.859955335990334
astronomy,19,0,19,154,0.915448053194495,-4.75,12.582120060460973,2.5217945847593026
molecular biology,39,31,8,61,1.3779935788911657,29.0,48.994744894552866,30.384101996222725
game development,45,0,45,146,0.9198036996436612,-11.25,-3.8058005014943426,0.0
statistics,44,17,27,106,0.6181988328863882,10.25,16.929846734058625,11.988036995168255
health science,28,8,20,13,1.4594765295490588,3.0,22.45685351811822,0.0
history,41,31,10,32,0.7428819026217001,28.5,35.98361711075118,28.396416851100224
materials science,47,3,44,185,0.6430865230963475,-8.0,7.192855836974491,0.0
earth science,19,10,9,103,0.5883927608817442,7.75,26.48299202002009,12.132738713364125
physical chemistry,21,2,19,136,1.1832724234637337,-2.75,9.138839116655706,0.8241584031095472
meteorology,45,11,34,120,0.9641950013712361,2.5,12.198903632377828,8.650219330302036
evolution,10,4,6,182,1.090474600451869,2.5,19.873102428374587,12.4179411092224
special education,11,0,11,33,1.1070307812162112,-2.75,13.598156129064751,0.0
psychology,21,12,9,157,1.4922514009763261,9.75,18.96862263508356,14.315428890639492
linguistics,36,21,15,58,1.287949432751806,17.25,27.26566391205771,16.16703233776753
optics,44,34,10,60,1.2588197523012845,31.5,47.62902667247299,31.69759243781551
accounting,19,7,12,54,1.3585543284358295,4.0,18.632635056873035,3.724194727883099
accounting,32,31,1,104,0.6064469998597594,30.75,45.62050474748406,34.752477961963365
medicine,46,38,8,103,0.6356930729256857,36.0,43.94579907154838,37.58301491643161
graphic design,20,9,11,143,0.9751962067772569,6.25,12.653489880122347,12.417378957727456
history,38,1,37,105,0.9824561962959442,-8.25,9.455022249450995,0.0
math,24,9,15,161,1.1177995971496903,5.25,16.911862452772255,10.68363970426568
thermodynamics,46,10,36,126,0.7138386331835024,1.0,12.093792365722571,4.432398665576832
statistics,15,4,11,216,1.2075782650784677,1.25,14.906788602096736,14.069616051925978
theater,23,12,11,164,0.6669758799406116,9.25,20.748046391814523,16.548871690276407
nursing,27,22,5,176,0.9780356060115004,20.75,26.56181633871357,27.167638789816287
management,25,12,13,49,1.2861113463472515,8.75,25.01033222243468,7.870712968449623
nanotechnology,21,18,3,25,1.3715136037120288,17.25,29.564040775020324,14.760163502660857
foreign languages,39,20,19,13,1.3287471023945967,15.25,27.975053901802458,15.262221601288237
linguistics,46,46,0,136,0.9638554831937578,46.0,62.93992513481163,52.668156691136325
mobile development,10,2,8,189,1.2922090730427764,0.0,15.994700470704844,6.609663876312084
music history,37,6,31,14,1.0183800153635119,-1.75,6.016869383326095,0.0
materials science,48,25,23,13,1.030734295474388,19.25,24.45940012734187,16.77229314507186
geometry,30,3,27,74,1.046666138220554,-3.75,9.13629850737314,0.7678631222972641
sociology,50,2,48,158,0.8928305603239636,-10.0,6.2252897713742925,0.0
law,41,0,41,96,1.0524020041892261,-10.25,-4.959068598034415,0.0
business administration,26,20,6,40,0.8075241339010018,18.5,36.1848303366047,18.06725977883639
calculus,24,21,3,94,1.1352319144948226,20.25,26.910598095563927,20.985629385395875
education,31,5,26,42,1.0540590391644766,-1.5,18.40929978084356,0.0
genetics,14,2,12,107,1.0543370839420847,-1.0,17.136464517220954,4.583637027369039
psychology,23,1,22,58,0.9036382496769345,-4.5,9.8602404762496,0.0
machine learning,14,5,9,229,1.1828600788624204,2.75,8.267979375788263,13.861365768506356
software engineering,17,12,5,86,1.2023691538074757,10.75,29.204021207866802,15.346884061004822
thermodynamics,45,11,34,221,0.8230250643595786,2.5,18.288576068947254,14.015359823503886
visual arts,20,11,9,178,1.2301323931341739,8.75,18.56425076254267,16.96436014702355
dentistry,44,16,28,123,0.8816668096509548,9.0,17.935107221897873,11.959358249232364
evolution,42,5,37,127,1.0294775265336937,-4.25,8.400907167914019,0.0
quantum physics,31,10,21,182,1.1401398054771916,4.75,19.329221142341822,14.641387277145883
math,41,25,16,146,0.7178367205624926,21.0,35.289668360054215,27.56207518305675
linguistics,41,27,14,196,1.2825100334470236,23.5,37.660341919692094,30.20117946810488
philosophy,27,9,18,196,0.8734256120333744,4.5,24.136468884158738,15.693226922665978
quantum physics,10,6,4,154,0.7507937093169851,5.0,15.64795159137881,12.041985621602226
web development,23,5,18,127,1.0834023575469072,0.5,14.800637952797228,6.649622423228909
nanotechnology,42,40,2,240,0.8189358430647331,39.5,58.18496484304822,51.621181699808226
astrophysics,28,19,9,182,1.0892241070103612,16.75,31.330931064753074,20.543645529152045
biology,20,17,3,216,1.0062590214064828,16.25,36.03480336512998,27.347856773930427
health science,25,8,17,58,0.9680024170579381,3.75,10.739132482352149,4.095014653924627
dentistry,32,27,5,117,0.6181889563703237,25.75,45.19805177863563,28.538010675496007
industrial design,42,12,30,125,0.8456734563064021,4.5,13.919878649369004,5.653007876483995
communication,21,21,0,68,1.427115794443535,21.0,26.386745576759594,21.66213029960235
linguistics,47,32,15,195,0.8305304188334625,28.25,44.5916837857883,39.01299529992181
biochemistry,13,2,11,159,1.0569994659298856,-0.75,11.306125560751642,3.8397640030713163
media studies,38,30,8,187,0.6432543944241192,28.0,42.02409535511009,34.644450056534176
game development,22,14,8,234,1.220500954226825,12.0,22.753991681207438,22.763016185295132
nutrition,45,33,12,57,0.8894009049030441,30.0,42.512615544365275,31.183196518706783
industrial design,18,11,7,116,0.9139513079062173,9.25,24.7371858170917,10.609332745108812
physical chemistry,32,4,28,201,0.9729859276925488,-3.0,11.83105754385839,9.507494539391333
computer science,11,9,2,118,1.1180972298528955,8.5,19.857646127701432,13.279266033339812
entrepreneurship,12,0,12,99,0.6647213837687899,-3.0,6.341165246057688,0.7431694430754681
machine learning,37,23,14,39,1.0179011327843073,19.5,25.30889482199295,21.312495901201387
theater,22,3,19,191,1.34112818989086,-1.75,16.196656008202687,4.486915511119874
environmental science,40,10,30,229,1.4484369148380631,2.5,12.767982125312454,13.733127603019309
industrial design,39,35,4,23,0.7802796901258743,34.0,40.94972157459061,35.64480037653341
supply chain,31,6,25,207,1.3279089770473274,-0.25,4.990218606481644,9.75820976165111
music history,22,14,8,105,0.5597917706081669,12.0,18.938499124363666,16.3835790766948
cyber security,13,11,2,92,0.6427392522850455,10.5,20.46193948717427,12.621678016202782
fashion design,31,5,26,88,1.4983083128680112,-1.5,5.696529129873479,0.0
statistics,16,0,16,238,0.6152511351429895,-4.0,9.917324729559121,11.5036202895623
statistics,47,47,0,173,0.6378884877083248,47.0,58.81264587536474,56.80225418747587
finance,48,3,45,37,0.5067682967121361,-8.25,-0.9710962852736476,0.0
accounting,47,18,29,133,1.2757115516234023,10.75,16.32444179559427,14.684926163389791
cosmology,30,0,30,123,0.5542858970647433,-7.5,4.427638934561955,0.0
creative writing,50,1,49,231,1.3420199998029454,-11.25,6.408286473421022,0.0
nursing,49,33,16,31,0.589284409478361,29.0,43.18582971669033,30.144527204262143
analytical chemistry,36,16,20,118,0.806499799707984,11.0,16.000109402123172,13.549444654012307
meteorology,10,10,0,26,0.885335632182302,10.0,21.01054089124673,9.185519262078918
graphic design,14,3,11,109,1.0742847515290561,0.25,16.541647409077406,6.777832827188135
health science,40,2,38,133,1.088005041781749,-7.5,11.26514012170269,0.0
meteorology,25,17,8,106,0.6272420233287933,15.0,32.264410080707314,17.307039699791414
compiler design,44,41,3,154,1.262545637932388,40.25,57.69834945429734,46.32737753828604
veterinary science,30,23,7,182,1.177545911105347,21.25,30.99011328035786,24.414894475454403
veterinary science,17,11,6,87,1.242369991551838,9.5,18.388306935888348,11.393022792096524
game development,45,5,40,187,0.7069605975876534,-5.0,11.870328458810292,2.9063565806642506
evolution,20,13,7,129,1.3761898820055727,11.25,17.37573160320565,13.08749070572221
theater,45,41,4,139,0.8130500261065974,40.0,46.832959885147,44.882075572892795
linear algebra,15,13,2,85,1.2060236428753481,12.5,21.61681233582944,14.45362677986496
electromagnetism,13,9,4,74,0.5241999561119532,8.0,14.050449751202219,12.928619595659125
networking,24,10,14,106,0.6332926578572813,6.5,20.348586162345832,8.876962378450258
special education,23,20,3,116,0.9734550697311617,19.25,34.36055220970157,21.2421161003333
computer science,15,6,9,40,0.7614285886902301,3.75,17.72683315421809,3.4824454038422066
geography,34,23,11,87,1.267857564797468,20.25,29.982883137576213,21.71662740897472
fashion design,19,9,10,208,1.0317420879942745,6.5,23.39307809425349,12.939106553129195
communication,23,0,23,11,1.1665110162950436,-5.75,8.229585963234237,0.0
nanotechnology,38,34,4,43,0.8547970316356824,33.0,48.31407582108513,33.15695738170152
nanotechnology,41,3,38,240,0.8063378263201664,-6.5,0.6565281824014564,0.0
pharmacology,39,10,29,101,1.0632984095942883,2.75,17.690427442199965,2.6010984822378798
analytical chemistry,43,10,33,166,0.9171184376412025,1.75,19.71965805937505,5.528839329105784
pedagogy,29,13,16,16,1.005745559758323,9.0,19.228132090070595,7.651036210149056
communication,32,18,14,43,1.3588061085577157,14.5,23.81225893659368,11.404615354493176
dentistry,35,31,4,87,0.9557872551205916,30.0,39.12647904294803,32.281401351299905
meteorology,49,19,30,53,1.3992563014008343,11.5,21.895528045932373,12.203302901875315
quantum physics,33,27,6,45,1.4851024077252406,25.5,44.82628306503917,26.42965515987771
geography,20,19,1,35,1.1373727024720002,18.75,32.22794478607818,16.169047657446054
philosophy,35,19,16,82,0.7772410971848674,15.0,25.936753155497897,16.794365887416944
cyber security,33,33,0,240,1.469155147787982,33.0,45.71108194253934,46.1166681182476
translation studies,19,2,17,157,0.6358763906075438,-2.25,6.166269928270175,7.870417227898397
materials science,40,24,16,140,0.733535784574719,20.0,27.45913264661476,25.067498456751434
database systems,30,17,13,230,0.5482444808596186,13.75,27.893832575734983,28.23222834579848
industrial design,10,10,0,46,1.4563196958001823,10.0,29.253412128063708,10.584675477489224
quantum physics,27,27,0,134,1.1528447290576467,27.0,34.21637744189414,28.07476344195458
compiler design,18,1,17,198,0.6019049798955232,-3.25,12.865395152627222,3.124314412418249
economics,15,1,14,166,1.345002355233967,-2.5,2.751588989417372,2.3767569902944725
meteorology,10,1,9,59,0.842062451628312,-1.25,10.517767029840867,0.0
translation studies,11,8,3,38,0.6909694952703058,7.25,22.309359650736845,5.941397097729455
physics,16,5,11,234,0.7676759802265524,2.25,19.83266051022955,12.920140870836818
graphic design,42,37,5,10,0.7507365357438197,35.75,54.38911909365397,36.091455934235526
robotics,46,14,32,171,0.8578628748920802,6.0,20.81681681335523,13.761559510622742
special education,32,3,29,103,0.7680919559934372,-4.25,6.201239796618093,0.0
game development,21,14,7,126,1.4012709885510275,12.25,20.17188909057061,15.909829244445532
economics,15,7,8,30,1.280251890361027,5.0,22.78043183502271,4.174377202202733
human resources,23,23,0,102,0.6495315701835104,23.0,36.36311199798798,23.856045925952973
entrepreneurship,44,37,7,113,1.4331937222868478,35.25,40.806583281950104,39.943490216339065
industrial design,23,11,12,64,1.0731742084186728,8.0,14.293696092264504,9.198028124988157
cyber security,23,11,12,113,1.3496911709814605,8.0,15.517771668167256,12.977627183402532
computer science,23,14,9,85,1.2483669496687027,11.75,21.20645186345449,13.926646522991884
robotics,42,22,20,171,0.767076806302915,17.0,33.678159162727425,22.686141227985956
environmental science,16,16,0,123,1.247295141805222,16.0,30.32620225482687,17.33193873571073
translation studies,16,9,7,229,0.9955700072079233,7.25,12.482848078177822,11.497706903264923
networking,18,0,18,39,1.0231087180419176,-4.5,5.292746984172027,0.0
anatomy,19,11,8,238,1.0832938873401823,9.0,25.85366055725097,20.64807986281699
instructional design,27,11,16,150,0.794269850822151,7.0,13.92809727673877,13.897941817345336
statistics,15,14,1,72,0.8161106034948441,13.75,25.75332279409007,15.17523509534584
thermodynamics,41,33,8,100,0.8693542620514624,31.0,48.01182090111266,33.02210448499908
health science,27,27,0,157,1.0473675470085464,27.0,40.3087021252839,29.503627558870726
networking,37,17,20,212,0.9305790157056751,12.0,31.189756324140188,24.760034145190787
computer science,35,21,14,96,1.3846570200494666,17.5,25.191423669782708,16.860362311495155
pharmacology,13,5,8,48,0.5109468502661315,3.0,19.463495537583537,3.7074706945600404
management,43,7,36,199,1.3226195768179538,-2.0,4.2011081898775595,2.968016429087412
public health,11,6,5,139,0.7077435785679504,4.75,21.17990312677818,7.340759961675461
computer science,29,9,20,63,0.9027605232623975,4.0,19.651616161279748,6.742299935621829
data science,19,11,8,173,0.9149757501569904,9.0,16.309113823438654,18.00632671395637
calculus,28,10,18,134,0.8018372879885964,5.5,23.00566618376641,7.348100932511702
foreign languages,28,6,22,219,0.9917210343500633,0.5,14.06308116227997,10.210574002857875
web development,26,26,0,150,1.0128683176713382,26.0,34.65977398001131,28.43707904354482
oceanography,18,9,9,148,1.2446752780200314,6.75,18.91722298140202,11.01354572135578
electromagnetism,16,6,10,200,1.2519305315983886,3.5,21.059636209252638,7.786620786436947
political science,25,21,4,79,0.7822227621887976,20.0,39.070051496926354,24.593215953285185
discrete math,41,11,30,189,1.1959086228176583,3.5,22.90802813057976,9.533304638481823
supply chain,43,22,21,216,0.7260900729664336,16.75,30.25983983429942,20.732935673008747
veterinary science,23,22,1,168,0.8759629920035378,21.75,37.9489218328376,27.85486455947968
discrete math,39,14,25,151,1.159074611928447,7.75,20.05779489706851,13.58213003100418
communication,37,4,33,150,1.019711697393216,-4.25,14.72822921451898,1.9714061602128115
earth science,25,22,3,66,1.0801575441355022,21.25,41.00862999033626,22.223423332269903
software engineering,32,2,30,74,1.143245262182825,-5.5,6.145982676751691,0.0
curriculum studies,46,16,30,114,1.4058170165476667,8.5,22.068067212279423,10.422277341569293
supply chain,14,2,12,219,1.2920314802026633,-1.0,16.628263533010077,4.28630406219094
finance,34,10,24,240,1.323089307422884,4.0,15.766698086653495,9.772992796135641
law,24,9,15,55,1.4720315852204364,5.25,12.44100587338012,3.257072560929603
economics,15,9,6,60,1.1534119955016888,7.5,24.902610312305654,7.530109074825046
geometry,33,10,23,48,1.3850389039250093,4.25,23.182165250981818,3.341946115722613
networking,42,36,6,153,0.7195765110135497,34.5,49.00313398160022,39.669109720840176
dentistry,11,0,11,73,1.289362926064031,-2.75,2.9690824444812147,0.0
thermodynamics,47,29,18,36,0.8381487809877521,24.5,30.935995022809724,23.180723832732763
instructional design,19,6,13,207,1.0392061056767101,2.75,17.2256402693404,13.324676131553302
calculus,31,31,0,166,0.6423764236210041,31.0,47.21938634943772,39.898435028882865
entrepreneurship,41,5,36,203,0.9629576235605305,-4.0,1.043803365631204,0.8034514579155159
nanotechnology,34,19,15,214,1.3181192665743922,15.25,32.75366073501104,23.409980637819153
geography,43,14,29,230,0.9527226031786099,6.75,15.956461412986297,18.266150125753498
genetics,40,8,32,137,0.8727377975641896,0.0,5.372159277568267,4.5448007894475815
data science,17,11,6,32,0.6477263685318467,9.5,16.071710906542705,8.634829019251633
international relations,34,9,25,25,1.2416251550743909,2.75,10.77192787938083,1.2829267739110803
classical mechanics,10,8,2,140,0.7840393832355063,7.5,18.247415861548816,14.124413274496815
ecology,32,7,25,88,1.2075959490674288,0.75,8.037489342486257,2.938013256924256
theater,48,44,4,85,1.4166993609037064,43.0,49.33016236843062,43.2431268051009
geography,46,36,10,222,1.3006412341596438,33.5,41.214708439136444,41.84038050076137
statistics,40,40,0,228,0.8776407013092608,40.0,53.27124223818845,53.92275045200462
data science,28,27,1,105,0.794570816621729,26.75,42.87156746613952,30.703001664951934
astrophysics,29,9,20,105,0.8248752801688246,4.0,23.76732588410584,8.230113573612641
media studies,16,11,5,59,0.7078585614269725,9.75,28.585188661699647,10.798349671562185
curriculum studies,49,30,19,223,1.4876511392844063,25.25,35.4543085595877,30.580897737475176
astronomy,22,17,5,235,1.011736185635518,15.75,28.158689351924572,27.046216316733467
materials science,43,23,20,99,1.0053319945230945,18.0,24.152155122697998,20.981628757282238
dentistry,47,37,10,67,0.8948485293137616,34.5,39.52703222429334,36.86146341119424
management,27,15,12,185,1.3539768160324903,12.0,22.004517536827283,14.054239729190266
cyber security,30,6,24,46,0.6131976661276473,0.0,9.9472435324771,0.0
management,38,29,9,68,0.7131947270855475,26.75,38.12119819714964,31.076767694324307
oceanography,32,3,29,222,0.6890720106561774,-4.25,11.664753472874883,3.096963752461464
linear algebra,32,8,24,135,1.3715829140093572,2.0,10.908547820192638,6.243139734362858
computer science,48,12,36,88,1.2729646951775626,3.0,17.229535614799033,1.5013157050660846
pharmacology,43,23,20,195,1.2602868142564738,18.0,29.690391944278755,28.524954498657706
creative writing,43,5,38,24,0.5380878006281958,-4.5,3.2824619992291417,0.0
anatomy,10,0,10,27,1.2056464724901297,-2.5,17.396036731556883,0.0
fashion design,17,1,16,220,0.5495697229063954,-3.0,4.272505150618505,11.958423259241425
game development,22,12,10,127,1.3770392754881398,9.5,28.200327026926278,11.56623763956182
nanotechnology,15,1,14,96,0.5987257349010023,-2.5,3.171776087567612,2.4648369332459072
operating systems,36,11,25,93,1.1995288708033196,4.75,24.29662148464575,7.692449949930645
artificial intelligence,30,1,29,105,0.9281833780229217,-6.25,11.065928668297392,0.0
history,36,3,33,44,1.274321522433147,-5.25,14.013687267169708,0.0
chemistry,37,10,27,104,0.6474234679418738,3.25,16.616948143542736,6.367499752634006
fashion design,42,1,41,68,1.2295456115521084,-9.25,-1.9987173397897813,0.0
supply chain,47,44,3,29,1.1814227404645083,43.25,56.016733912623096,41.77198671334039
web development,42,28,14,138,1.3306985099333433,24.5,42.936265901843065,27.91847809489008
optics,18,8,10,118,1.3798185369337763,5.5,17.252756001381577,7.9870536159618695
trigonometry,26,5,21,61,1.1918766075793326,-0.25,6.648468643173209,0.0
evolution,17,14,3,33,1.4228203648691298,13.25,29.832246211214667,12.692687148168265
education,14,13,1,89,0.8337480201054228,12.75,25.052813813876003,15.42957835281383
graphic design,49,36,13,79,0.8562460036405208,32.75,48.13949048255067,37.74098120576604
curriculum studies,42,32,10,224,1.2348618461560885,29.5,44.70466372247394,41.20137422365874
mobile development,27,10,17,103,0.7196362775403194,5.75,23.346409966049116,11.08853553758937
theater,11,0,11,214,0.5695319589235361,-2.75,4.12946685564765,5.72907538086646
accounting,24,1,23,155,0.556398562023929,-4.75,3.1631980611462875,5.782292622979341
analytical chemistry,49,43,6,76,1.0018484855603673,41.5,50.40300535558758,43.16535046957311
quantum physics,35,16,19,75,0.5303492612579885,11.25,30.109842734401457,13.926139122300103
film studies,38,6,32,236,1.1969534491011697,-2.0,13.06013821444689,6.715325023336142
web development,48,42,6,42,0.7216755097206495,40.5,54.550064223801236,39.58688177719773
inorganic chemistry,39,11,28,65,0.6193102915062925,4.0,19.26667324937121,7.669452289302626
optics,49,47,2,212,0.8655168251451383,46.5,60.65809492120227,54.48346702680869
special education,28,15,13,93,1.1325616584018021,11.75,23.204885905064412,15.104437149240603
human resources,24,13,11,149,1.3383814830807235,10.25,24.893622231146598,10.81697270434612
geometry,37,17,20,90,1.4064949348880507,12.0,31.215742612768018,11.965226740183573
calculus,34,34,0,133,1.2806756816687384,34.0,48.76436863122703,40.9476958548292
pharmacology,39,23,16,90,1.2995535697761098,19.0,31.17861473594754,20.86335849771169
law,40,17,23,109,0.9358544428673055,11.25,27.65436764567116,14.930007745307579
earth science,45,22,23,156,1.3967509215560752,16.25,29.814567451304633,21.439023457724478
meteorology,31,11,20,203,0.652275373755851,6.0,12.070151557108485,18.199365725125606
thermodynamics,25,15,10,181,0.5674589366453234,12.5,25.30524107601959,16.733559233277987
environmental science,39,12,27,159,1.0487168437618042,5.25,23.99990720498774,9.472782832136161
statistics,35,10,25,207,0.7163327507198226,3.75,18.04282216644573,14.643184905165715
biology,18,13,5,161,0.6335117660704073,11.75,19.391522761791276,16.749716167328337
special education,37,3,34,240,1.2714441657899824,-5.5,13.339815811465613,9.035046200751232
visual arts,36,11,25,240,1.384513418662664,4.75,18.357843176758493,14.44644899583708
communication,18,13,5,78,1.1006786379376936,11.75,23.110143460144172,14.52841495430583
literature,11,0,11,13,0.8588861006128564,-2.75,11.960871753660646,0.0
database systems,23,22,1,11,0.660677428867338,21.75,38.84581944200964,22.41645519542682
materials science,16,4,12,176,1.2632328788617593,1.0,17.137493572722654,5.141496620460008
cyber security,14,10,4,211,0.8147059218135181,9.0,14.682793587193569,22.986884635970657
graphic design,22,22,0,200,0.6925445088415294,22.0,29.57735547958216,27.617424189034615
organic chemistry,26,3,23,120,0.7288793635989915,-2.75,15.815977035726021,0.0
education,22,4,18,167,1.4606259562119814,-0.5,18.91804167460802,4.108461476820082
education,32,1,31,53,1.4117421569623807,-6.75,1.5777208319174,0.0
accounting,21,2,19,26,1.1822689959026673,-2.75,12.696306558617481,0.0
architecture,43,20,23,73,1.2837117491457206,14.25,24.405489100021,17.11210525721666
film studies,36,25,11,179,0.9619149545581546,22.25,27.498819633544763,29.4144203765967
chemistry,48,45,3,103,0.7549886090894384,44.25,63.174812181022666,50.20255632182877
marketing,50,33,17,25,0.9536394533979521,28.75,47.284153361190334,27.371738073693308
translation studies,31,7,24,42,1.357085360927409,1.0,18.192928529784325,0.11438625770005872
political science,26,5,21,130,0.6639974082211504,-0.25,9.496669920834837,3.2111363230759125
linguistics,39,37,2,135,1.3953500061393833,36.5,54.57455695005484,37.297174740715036
genetics,40,35,5,116,0.9674362781835921,33.75,44.606874477325505,34.87767391607052
photography,50,6,44,206,1.075556781811712,-5.0,14.868569756092644,1.937480736964769
physical chemistry,25,9,16,10,0.5225953891060752,5.0,21.10979016967562,3.940779429231165
media studies,21,1,20,60,1.226599795458255,-4.0,4.441261357456881,0.0
sociology,47,42,5,84,0.7857747096773551,40.75,53.58410210881652,45.29851134854701
cyber security,26,15,11,206,1.3402056775650464,12.25,18.102291665494615,18.930524565389767
dentistry,39,32,7,124,1.1806680305183332,30.25,48.41658808935463,36.438466172597096
data science,45,24,21,23,1.2899760342513054,18.75,35.158987617493544,16.91539485418765
business administration,22,1,21,98,0.7746119418382522,-4.25,2.4623783362309375,0.0
music history,49,44,5,64,1.1202692421940248,42.75,53.97728903434367,44.280605347532735
history,38,18,20,169,1.433502964449113,13.0,26.17215215523629,19.995790384280543
cyber security,48,45,3,150,1.4923767802412256,44.25,50.631564569633724,49.78413985421295
journalism,46,29,17,141,0.7413339019027475,24.75,35.5688623651088,32.02831906108994
journalism,33,10,23,182,1.467693111702689,4.25,18.378074339006425,8.218549981570728
astronomy,21,17,4,148,0.7695851147766968,16.0,26.703864900731208,22.95087604336373
artificial intelligence,32,27,5,165,0.8615668517787982,25.75,32.641481705519965,29.961464609479933
nursing,20,0,20,182,1.1913307260735582,-5.0,8.967972271684575,0.0
human resources,14,1,13,206,0.8909976224757052,-2.25,12.546337293401827,3.327860093843815
philosophy,10,9,1,209,1.486128591121813,8.75,23.75490843239889,14.976230051247995
veterinary science,20,7,13,223,0.6318779973192881,3.75,13.192445005123213,11.762268529483897
networking,26,9,17,192,1.299562863160568,4.75,13.987201005607204,14.248487175581639
instructional design,32,17,15,213,0.8557044812198078,13.25,28.03210766359665,17.16170159293838
networking,32,9,23,160,0.5770028748341688,3.25,14.102774305701374,14.800790015660077
dentistry,38,2,36,92,0.8910767136245619,-7.0,4.214516286006059,0.0
fashion design,43,0,43,168,0.5851132457182154,-10.75,-2.411311823214975,0.0
graphic design,30,18,12,183,1.4384169353119156,15.0,34.99625864274684,26.143461816723804
analytical chemistry,30,15,15,27,0.5517601408352907,11.25,20.19442728539977,9.19917437351629
molecular biology,18,0,18,18,1.1278854008871435,-4.5,0.7146715112348074,0.0
math,19,16,3,193,0.8519667979153885,15.25,24.121940390881534,26.10748355764492
music theory,34,3,31,60,1.0752734257986751,-4.75,7.1260430055864195,0.0
literature,23,11,12,235,0.7522022968513467,8.0,26.750863969708753,21.434915306076967
theater,35,15,20,40,0.9535173247382809,10.0,25.40111655349442,9.80962085104687
linguistics,33,27,6,105,1.3719209776431658,25.5,32.86966228868128,26.88095296708616
linguistics,42,16,26,153,1.367509859361501,9.5,26.386312426190685,17.67684523242657
pharmacology,32,18,14,197,1.2360057641717441,14.5,22.637563828798257,23.203780351446305
linear algebra,10,8,2,74,1.4508569098530306,7.5,20.85510234060802,8.060690871085404
geography,33,13,20,150,1.2513358248014237,8.0,20.417383742609676,12.825426261854178
geometry,38,13,25,178,0.5523072183705685,6.75,14.484478745827268,16.26821839915739
management,49,26,23,74,1.4699725838901134,20.25,31.520397672617772,21.549293424814117
media studies,28,23,5,194,0.8416455482330745,21.75,30.319299097469962,29.235483844040772
creative writing,16,7,9,127,0.8714424465115822,4.75,19.758423394670956,9.418828956716176
cosmology,10,6,4,181,1.15119381593483,5.0,24.764061268328263,9.85251635796115
health science,43,17,26,63,0.7632448535900344,10.5,23.330722762364047,13.978807936418763
physical chemistry,40,4,36,89,0.564138952076439,-5.0,12.516177979345265,0.0
robotics,15,7,8,33,1.1571028257984688,5.0,15.801968142088375,3.9665556806498596
medicine,37,9,28,139,1.4985449796295967,2.0,20.974934329166196,7.374830833939636
robotics,17,2,15,67,1.0387280019974119,-1.75,14.261228721822349,0.0
finance,39,23,16,125,0.658687687235861,19.0,25.18981763410116,21.47673273345881
geography,43,3,40,199,1.0441822104616376,-7.0,0.9450029338428685,5.640416300665384
photography,27,6,21,114,1.3279859951992816,0.75,7.249137026881386,4.397340248380381
calculus,50,0,50,109,1.1503926134851674,-12.5,-5.632325607538404,0.0
geography,39,3,36,77,0.9640173288353246,-6.0,4.57059333851279,0.0
networking,31,13,18,28,1.0645304740470634,8.5,26.574031771989358,9.423045746347055
math,10,2,8,202,1.44834548024822,0.0,19.6004773129753,9.266848846943496
graphic design,39,39,0,63,0.8011401505154468,39.0,45.645651826413435,38.86477613576686
geography,50,18,32,137,0.8940863744213412,10.0,27.803050259540772,16.576932910584688
accounting,29,10,19,117,0.6675565135996077,5.25,15.698881940251848,7.311577164960541
discrete math,13,8,5,168,1.1095787487735438,6.75,24.641728438088983,15.904750030383862
data science,42,20,22,234,1.2226021199265713,14.5,28.006982314586267,19.819776409964568
database systems,44,3,41,172,1.0154238827005901,-7.25,-0.7073615248312013,3.3407090294195174
geometry,19,17,2,108,1.348893295817423,16.5,23.564771405398787,22.170309959200548
foreign languages,32,25,7,41,1.2881313819791997,23.25,36.98454404990835,24.80151304865358
algebra,29,3,26,102,1.3675982124040338,-3.5,5.2359264139191986,0.0
music history,38,16,22,228,0.9568518515732283,10.5,16.085105082504487,15.699936813801358
curriculum studies,48,36,12,69,1.4441162021816787,33.0,46.671810753392926,34.403921868885334
fashion design,42,12,30,208,0.5752337007145956,4.5,15.608883985644596,16.158142754446708
molecular biology,20,18,2,12,1.2758322751457893,17.5,35.369895393652065,14.664059093382736
genetics,21,0,21,185,1.3261556788441917,-5.25,13.086274043662641,3.0443551408719354
web development,24,4,20,131,0.5577347889125475,-1.0,10.86252126232101,3.4849636629204053
visual arts,41,8,33,232,1.3591638591379516,-0.25,10.309162310442177,4.166214656428696
database systems,26,17,9,205,0.9536094212206202,14.75,28.197052421726333,21.056486669015126
accounting,15,9,6,97,1.3408371507765238,7.5,27.13257741464766,9.329995697111459
nursing,28,27,1,226,1.023560010172187,26.75,41.28363353650552,42.16982390533086
accounting,30,16,14,201,0.5085599936080838,12.5,27.35902205018273,18.86246561055281
physics,13,13,0,216,1.1111774846474622,13.0,32.88588058258091,21.30429605058199
instructional design,31,19,12,65,1.3558525288270937,16.0,32.312310551814974,14.932124248445465
optics,23,13,10,55,0.725877132977859,10.5,16.693733258905333,11.878127607986174
translation studies,26,6,20,114,1.2375862233897825,1.0,17.261829255490305,6.144609193358043
statistics,21,15,6,129,0.7032233165864135,13.5,23.05774916667508,15.913620898641287
